[ 2025-08-12 16:14:29,341 ] 17 root - INFO - Initiate the data ingestion
[ 2025-08-12 16:15:02,649 ] 62 root - INFO - Performed train test split on the dataframe
[ 2025-08-12 16:15:02,649 ] 64 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-08-12 16:15:02,650 ] 72 root - INFO - Exporting train and test file path.
[ 2025-08-12 16:15:02,813 ] 81 root - INFO - Exported train and test file path.
[ 2025-08-12 16:15:02,814 ] 19 root - INFO - Data Initiation Completed
[ 2025-08-12 16:15:02,828 ] 24 root - INFO - Initiate the data Validation
[ 2025-08-12 16:15:02,958 ] 32 root - INFO - Required number of columns:2
[ 2025-08-12 16:15:02,960 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-12 16:15:02,961 ] 32 root - INFO - Required number of columns:2
[ 2025-08-12 16:15:02,961 ] 33 root - INFO - Data frame has columns:31
[ 2025-08-12 16:15:03,366 ] 26 root - INFO - data Validation Completed
[ 2025-08-12 16:15:03,367 ] 31 root - INFO - data Transformation started
[ 2025-08-12 16:15:03,367 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-12 16:15:03,367 ] 65 root - INFO - Starting data transformation
[ 2025-08-12 16:15:03,419 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-08-12 16:15:03,419 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-12 16:15:03,445 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-12 16:15:03,451 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-12 16:15:03,451 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-12 16:15:03,455 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-12 16:15:03,458 ] 35 root - INFO - data Transformation completed
[ 2025-08-12 16:15:03,458 ] 37 root - INFO - Model Training sstared
[ 2025-08-12 16:21:01,377 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-12 16:21:01,383 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-12 16:21:01,384 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-08-12 16:21:01,488 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-08-12 16:21:01,489 ] 138 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\08_12_2025_16_14_22\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910128243966475, precision_score=0.9893145161290322, recall_score=0.9927169734978758), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.972972972972973, precision_score=0.9674267100977199, recall_score=0.9785831960461285))
[ 2025-08-12 16:21:01,497 ] 42 root - INFO - Model Training artifact created
